frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
72,  0,  5.240,  0.98,  1, 0.28, 0.03, 2.11, 0.00, 0.00, 0.00, 0.00, 0.35, 0.00, 0.00, 0.42, 0.67, 0.31, 0.00, 0.00, 0.19, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
73,  0,  5.294,  0.98,  1, 0.37, 0.03, 2.14, 0.00, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 0.31, 0.51, 0.34, 0.00, 0.00, 0.15, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
74,  0,  5.323,  0.98,  1, 0.30, 0.09, 2.14, 0.00, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00, 0.20, 0.42, 0.39, 0.00, 0.00, 0.18, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
75,  0,  5.395,  0.98,  1, 0.15, 0.06, 2.14, 0.00, 0.00, 0.00, 0.00, 0.46, 0.00, 0.00, 0.19, 0.50, 0.36, 0.00, 0.00, 0.27, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
76,  0,  5.428,  0.98,  1, 0.03, 0.06, 1.99, 0.00, 0.00, 0.00, 0.00, 0.56, 0.00, 0.00, 0.19, 0.59, 0.35, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
77,  0,  5.522,  0.98,  1, 0.02, 0.00, 1.87, 0.00, 0.00, 0.00, 0.00, 0.62, 0.00, 0.00, 0.23, 0.67, 0.32, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
78,  0,  5.567,  0.98,  1, 0.02, 0.00, 1.80, 0.00, 0.00, 0.00, 0.00, 0.62, 0.00, 0.00, 0.28, 0.73, 0.27, 0.06, 0.00, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
79,  0,  5.598,  0.98,  1, 0.00, 0.00, 1.88, 0.00, 0.00, 0.00, 0.00, 0.56, 0.00, 0.00, 0.31, 0.82, 0.17, 0.12, 0.00, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
80,  0,  5.623,  0.98,  1, 0.09, 0.00, 1.91, 0.00, 0.00, 0.00, 0.00, 0.60, 0.00, 0.00, 0.37, 0.72, 0.24, 0.12, 0.00, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
81,  0,  5.700,  0.98,  1, 0.14, 0.00, 1.87, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.46, 0.58, 0.37, 0.06, 0.00, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
82,  0,  5.747,  0.98,  1, 0.14, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.00, 0.51, 0.53, 0.42, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
83,  0,  5.791,  0.98,  1, 0.06, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 0.00, 0.49, 0.64, 0.32, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
84,  0,  5.815,  0.98,  1, 0.00, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.41, 0.70, 0.31, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
85,  0,  5.908,  0.98,  1, 0.02, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.32, 0.62, 0.40, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
86,  0,  5.972,  0.98,  1, 0.02, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.24, 0.58, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
87,  0,  6.000,  0.98,  1, 0.02, 0.00, 1.82, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 0.27, 0.52, 0.36, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
88,  0,  6.111,  0.98,  1, 0.00, 0.00, 1.75, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.30, 0.50, 0.27, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
89,  0,  6.160,  0.98,  1, 0.00, 0.00, 1.73, 0.00, 0.00, 0.00, 0.00, 0.72, 0.00, 0.00, 0.36, 0.55, 0.19, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
90,  0,  6.193,  0.98,  1, 0.00, 0.00, 1.80, 0.00, 0.00, 0.00, 0.00, 0.81, 0.00, 0.00, 0.37, 0.69, 0.12, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
91,  0,  6.219,  0.98,  1, 0.00, 0.00, 1.84, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.00, 0.46, 0.82, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
92,  0,  6.311,  0.98,  1, 0.00, 0.00, 1.79, 0.00, 0.00, 0.00, 0.00, 0.68, 0.00, 0.00, 0.51, 0.85, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93,  0,  6.367,  0.98,  1, 0.00, 0.00, 1.81, 0.00, 0.00, 0.00, 0.00, 0.62, 0.00, 0.00, 0.56, 0.86, 0.27, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94,  0,  6.401,  0.98,  1, 0.00, 0.00, 1.93, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.53, 0.87, 0.33, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95,  0,  6.424,  0.98,  1, 0.00, 0.00, 2.05, 0.00, 0.00, 0.00, 0.00, 0.73, 0.00, 0.00, 0.46, 0.88, 0.36, 0.04, 0.00, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
96,  0,  6.502,  0.98,  1, 0.00, 0.00, 2.05, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.37, 0.90, 0.35, 0.08, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
97,  0,  6.529,  0.98,  1, 0.00, 0.00, 1.96, 0.00, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.44, 1.01, 0.35, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
98,  0,  6.590,  0.98,  1, 0.00, 0.00, 1.88, 0.00, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.54, 1.12, 0.35, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
99,  0,  6.632,  0.98,  1, 0.11, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.62, 1.21, 0.31, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
100,  0,  6.709,  0.98,  1, 0.20, 0.00, 1.90, 0.00, 0.00, 0.00, 0.00, 0.77, 0.00, 0.01, 0.54, 1.21, 0.27, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
101,  0,  6.740,  0.98,  1, 0.20, 0.00, 1.95, 0.00, 0.00, 0.00, 0.00, 0.81, 0.00, 0.07, 0.48, 1.08, 0.31, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
102,  0,  6.798,  0.93,  1, 0.09, 0.00, 1.96, 0.00, 0.00, 0.00, 0.00, 0.83, 0.00, 0.17, 0.51, 0.96, 0.37, 0.09, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
103,  0,  6.831,  0.93,  1, 0.00, 0.00, 1.98, 0.00, 0.00, 0.00, 0.00, 0.73, 0.00, 0.17, 0.46, 0.79, 0.33, 0.20, 0.00, 0.11, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
104,  0,  6.894,  0.93,  1, 0.00, 0.00, 1.97, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.10, 0.35, 0.72, 0.23, 0.29, 0.00, 0.17, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
105,  0,  6.922,  0.93,  1, 0.00, 0.00, 1.92, 0.00, 0.00, 0.00, 0.00, 0.46, 0.00, 0.00, 0.19, 0.58, 0.24, 0.39, 0.00, 0.22, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
106,  0,  6.990,  0.88,  1, 0.00, 0.00, 1.84, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 0.00, 0.19, 0.51, 0.33, 0.44, 0.00, 0.15, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
107,  0,  7.018,  0.88,  1, 0.00, 0.00, 1.82, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.20, 0.45, 0.37, 0.46, 0.00, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
108,  0,  7.102,  0.93,  1, 0.00, 0.00, 1.80, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.21, 0.52, 0.31, 0.45, 0.00, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
109,  0,  7.151,  0.93,  1, 0.00, 0.00, 1.76, 0.00, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.23, 0.57, 0.24, 0.41, 0.00, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
110,  0,  7.200,  0.93,  1, 0.00, 0.00, 1.68, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.24, 0.66, 0.22, 0.39, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
111,  0,  7.224,  0.93,  1, 0.00, 0.00, 1.68, 0.00, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 0.36, 0.81, 0.17, 0.41, 0.00, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
112,  0,  7.300,  0.88,  1, 0.00, 0.00, 1.76, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.42, 0.95, 0.13, 0.46, 0.00, 0.24, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
113,  0,  7.329,  0.88,  1, 0.00, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.44, 0.98, 0.10, 0.51, 0.00, 0.33, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
114,  0,  7.390,  0.93,  1, 0.00, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.56, 0.00, 0.00, 0.30, 0.87, 0.13, 0.52, 0.00, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
115,  0,  7.414,  0.93,  1, 0.00, 0.00, 1.91, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.22, 0.77, 0.21, 0.44, 0.00, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
116,  0,  7.502,  0.93,  1, 0.00, 0.00, 1.98, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.26, 0.80, 0.29, 0.34, 0.00, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
117,  0,  7.527,  0.93,  1, 0.23, 0.00, 1.81, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.36, 0.92, 0.37, 0.16, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
118,  0,  7.609,  0.98,  1, 0.53, 0.07, 1.63, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.42, 1.05, 0.36, 0.07, 0.00, 0.04, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
119,  0,  7.641,  0.98,  1, 0.76, 0.10, 1.58, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.43, 1.12, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
120,  0,  7.695,  0.98,  1, 0.78, 0.14, 1.72, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.41, 1.06, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
121,  0,  7.721,  0.98,  1, 0.63, 0.07, 1.78, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.45, 1.12, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
122,  0,  7.790,  0.98,  1, 0.51, 0.04, 1.67, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.50, 1.18, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
123,  0,  7.833,  0.98,  1, 0.36, 0.00, 1.60, 0.00, 0.00, 0.00, 0.00, 0.65, 0.00, 0.00, 0.60, 1.24, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
124,  0,  7.902,  0.98,  1, 0.28, 0.00, 1.57, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.59, 1.20, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
125,  0,  7.926,  0.98,  1, 0.33, 0.02, 1.51, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.58, 1.12, 0.24, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
126,  0,  7.998,  0.98,  1, 0.42, 0.07, 1.46, 0.00, 0.00, 0.00, 0.00, 0.66, 0.00, 0.00, 0.51, 1.06, 0.22, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
127,  0,  8.022,  0.98,  1, 0.71, 0.22, 1.54, 0.00, 0.00, 0.00, 0.00, 0.65, 0.00, 0.00, 0.59, 1.11, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
128,  0,  8.094,  0.98,  1, 0.87, 0.33, 1.68, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 0.69, 1.20, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
129,  0,  8.144,  0.98,  1, 0.87, 0.29, 1.81, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.71, 1.26, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
130,  0,  8.191,  0.98,  1, 0.69, 0.13, 1.83, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.64, 1.21, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
131,  0,  8.216,  0.98,  1, 0.51, 0.00, 1.83, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.50, 1.12, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
132,  0,  8.309,  0.98,  1, 0.50, 0.00, 1.78, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.42, 1.09, 0.22, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
133,  0,  8.372,  0.98,  1, 0.41, 0.00, 1.77, 0.00, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.47, 1.16, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
134,  0,  8.403,  0.98,  1, 0.39, 0.00, 1.80, 0.00, 0.00, 0.00, 0.00, 0.84, 0.00, 0.00, 0.50, 1.22, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
135,  0,  8.512,  0.98,  1, 0.36, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.85, 0.00, 0.00, 0.53, 1.28, 0.31, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
136,  0,  8.564,  0.98,  1, 0.26, 0.00, 1.87, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 0.00, 0.40, 1.21, 0.16, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
137,  0,  8.596,  0.88,  1, 0.13, 0.00, 1.96, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.42, 1.13, 0.09, 0.17, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
138,  0,  8.724,  0.88,  1, 0.00, 0.00, 2.04, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.47, 1.08, 0.02, 0.31, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
139,  0,  8.756,  0.88,  1, 0.00, 0.00, 2.12, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.49, 0.97, 0.07, 0.40, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
140,  0,  8.799,  0.88,  1, 0.00, 0.00, 2.07, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.41, 0.95, 0.11, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
141,  0,  8.835,  0.88,  1, 0.00, 0.00, 2.10, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.34, 0.89, 0.12, 0.44, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
142,  0,  8.900,  0.93,  1, 0.00, 0.00, 2.14, 0.00, 0.00, 0.00, 0.00, 0.68, 0.00, 0.00, 0.34, 0.91, 0.15, 0.49, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
